mlcq_repo,github_repo,commit_esperado,commit_clonado,junit,status,linhas_bytestsmells,linhas_byclasstest,segundos,detalhe
eclipse/january,test-smells-january,4f8e374b5b9a0271c1b387df5e0f7515fc5b661b,4f8e374b5b9a0271c1b387df5e0f7515fc5b661b,JUnit4,OK,4571,60,24,
eclipse/jetty.project,test-smells-jetty.project,65528f76c5ef6ddca11385f9721c8f0bc5f2eed7,65528f76c5ef6ddca11385f9721c8f0bc5f2eed7,JUnit5,OK,19325,728,47,
eclipse/jgit,test-smells-jgit,00523f38a19b073990239b0f837efa14197764c7,00523f38a19b073990239b0f837efa14197764c7,JUnit4,OK,19879,418,32,
eclipse/jnosql,test-smells-jnosql,9f03fa6ffe2dd4b538f7dbce424649aa4e484657,9f03fa6ffe2dd4b538f7dbce424649aa4e484657,JUnit5,OK,2658,236,24,
eclipse/kapua,test-smells-kapua,11e610c657f7e473b52882833e33a2261bd3d67d,11e610c657f7e473b52882833e33a2261bd3d67d,JUnit4,OK,712,101,46,
eclipse/kura,test-smells-kura,5e9f3e3d03c8a9cc7857b3fb9080b256821bb32a,5e9f3e3d03c8a9cc7857b3fb9080b256821bb32a,JUnit4,OK,6362,178,38,
eclipse/leshan,test-smells-leshan,eb75fc8b7d5560944e6d532f1a09d5e5c6e54559,eb75fc8b7d5560944e6d532f1a09d5e5c6e54559,JUnit4,OK,715,43,23,
eclipse/linuxtools,test-smells-org.eclipse.linuxtools,11865e6e7d86a9d2e63c7b25605f6055875e63ad,11865e6e7d86a9d2e63c7b25605f6055875e63ad,JUnit4,OK,4769,289,40,
eclipse/lsp4j,test-smells-lsp4j,513a1dd2236c6495e600f644182c16b3cf19dbb2,513a1dd2236c6495e600f644182c16b3cf19dbb2,JUnit4,OK,503,35,23,
eclipse/m2e-core,test-smells-m2e-core,7400bf563885fdf122aaccf356c398a0a9120ffa,7400bf563885fdf122aaccf356c398a0a9120ffa,JUnit4,OK,21,5,24,
eclipse/microprofile-opentracing,test-smells-microprofile-opentracing,00dffbff44d9300ee7a21f8665b71637ca2a0105,00dffbff44d9300ee7a21f8665b71637ca2a0105,JUnit4,OK,24,5,21,
eclipse/milo,test-smells-milo,e752e540d31eb3c226e6e79dd197c54d7d254685,e752e540d31eb3c226e6e79dd197c54d7d254685,JUnit4,OK,415,68,23,
eclipse/n4js,test-smells-n4js,f715912fce0352ab574ff878086f77d17a78c908,f715912fce0352ab574ff878086f77d17a78c908,JUnit4,OK,1096,177,57,
eclipse/nebula.widgets.nattable,test-smells-nattable,02b4aba0e0b6998077b40e7d3f892743f7005023,02b4aba0e0b6998077b40e7d3f892743f7005023,JUnit4,OK,42644,251,58,
eclipse/openj9,test-smells-openj9,4911084853eb75b20e037c434ad4521b7317ebfb,4911084853eb75b20e037c434ad4521b7317ebfb,JUnit4,OK,9831,359,57,
eclipse/org.aspectj,test-smells-aspectj,370f291c359cd159c5f3f0abd6e9e53e81234a07,370f291c359cd159c5f3f0abd6e9e53e81234a07,JUnit3,OK,2506,323,82,
eclipse/orion.server,test-smells-orion.server,24624b85e0d543e8f3cea2bc30f3f589b37de4f0,24624b85e0d543e8f3cea2bc30f3f589b37de4f0,JUnit4,OK,3351,79,31,
eclipse/packagedrone,test-smells-packagedrone,3869c1643cdc6f7cb8b26097a7b6994683b13d7e,3869c1643cdc6f7cb8b26097a7b6994683b13d7e,JUnit4,OK,403,54,27,
eclipse/paho.mqtt.java,test-smells-paho.mqtt.java,5af7b53499e7dbe45b7227b3d41fc870089c0033,5af7b53499e7dbe45b7227b3d41fc870089c0033,JUnit4,OK,835,54,22,
eclipse/rap,test-smells-org.eclipse.rap,6295da95d01da6669c91bd4b058db9b89f35abaf,6295da95d01da6669c91bd4b058db9b89f35abaf,JUnit4,OK,15398,584,61,
eclipse/rdf4j,test-smells-rdf4j,6f63df540e30b28e0c8880bea72f85cb88424b03,6f63df540e30b28e0c8880bea72f85cb88424b03,JUnit4,OK,1941,114,24,
eclipse/reddeer,test-smells-reddeer,59e55d29fc60a672d79df1ad1578badb8a2f8693,59e55d29fc60a672d79df1ad1578badb8a2f8693,JUnit4,OK,1751,233,24,
eclipse/smarthome,test-smells-smarthome,b8455de15d65512e8fac4e94d42de6ab2fccf1c5,b8455de15d65512e8fac4e94d42de6ab2fccf1c5,JUnit4,OK,7559,356,44,
eclipse/texlipse,test-smells-texlipse,1bc72f856d4144ad0bc9baaa9575457bd7b68e1a,1bc72f856d4144ad0bc9baaa9575457bd7b68e1a,JUnit4,OK,0,0,22,
eclipse/thym,test-smells-thym,b57a824e18279a2164ee334a2af9bb47ac30788f,b57a824e18279a2164ee334a2af9bb47ac30788f,JUnit4,OK,311,21,29,
eclipse/titan.EclipsePlug-ins,test-smells-titan.EclipsePlug-ins,92bae808bfd4757c9a2f7cc0e59cd17ad801394c,92bae808bfd4757c9a2f7cc0e59cd17ad801394c,JUnit4,OK,70,32,54,
eclipse/triquetrum,test-smells-triquetrum,e4c5834ce3d68bd97820157d426a427dfe8e2a9b,e4c5834ce3d68bd97820157d426a427dfe8e2a9b,JUnit4,OK,254,19,23,
eclipse/tycho,test-smells-tycho,913062f90a6bad5c8c2b57c77111a52e698105d5,913062f90a6bad5c8c2b57c77111a52e698105d5,JUnit5,OK,2426,283,37,
eclipse/vorto,test-smells-vorto,93919469e598ec07fed134536b901efd25cf674f,93919469e598ec07fed134536b901efd25cf674f,JUnit4,OK,615,50,28,
eclipse/webtools.sourceediting,test-smells-sourceediting,fe6d03fa6ca31c9e5ebeba67b32f14d14335657d,fe6d03fa6ca31c9e5ebeba67b32f14d14335657d,JUnit4,OK,2716,339,58,
eclipse/xsemantics,test-smells-xsemantics,63c2c5078380cfb9bf0e47d1ca031259b472368b,63c2c5078380cfb9bf0e47d1ca031259b472368b,JUnit4,OK,125,37,22,
eclipse/xtext-core,test-smells-xtext-core,e04964e4c2a3e0338c0079bd8333688835e77c31,,,TIMEOUT,,,1214,TimeoutError: bytestsmells: nao concluiu em 1200s (ultimo pct=25)
eclipse/xtext-eclipse,test-smells-xtext-eclipse,0c7546b6aaf3644a77fc68eef9f3da368cbbeabd,0c7546b6aaf3644a77fc68eef9f3da368cbbeabd,JUnit5,OK,4449,357,42,
eclipse/xtext-extras,test-smells-xtext-extras,5634c291880cd46fe2f8e9a47e48ef88b85e8bda,5634c291880cd46fe2f8e9a47e48ef88b85e8bda,JUnit4,OK,4134,232,33,
eclipse/xtext-idea,test-smells-xtext-idea,3aa1424ae35f1942dd7c3a457057006f9131de5e,3aa1424ae35f1942dd7c3a457057006f9131de5e,JUnit4,OK,429,4,45,
eclipse/xtext-lib,test-smells-xtext-lib,338fb2381278a5ea2cd24ba77d74e4889db56cfa,338fb2381278a5ea2cd24ba77d74e4889db56cfa,JUnit4,OK,631,13,22,
eclipse/xtext-xtend,test-smells-xtext-xtend,20500a324127e3ee73cb793a13430ee140246fa7,20500a324127e3ee73cb793a13430ee140246fa7,JUnit5,OK,7294,517,38,
epam/JDI,test-smells-JDI,199dba533f3659e840441c324c26cdbf5314ca85,199dba533f3659e840441c324c26cdbf5314ca85,JUnit4,OK,95,71,63,
epam/Wilma,test-smells-Wilma,af271176f7847d06512b62ed8f1a4a0e7fd8b10a,af271176f7847d06512b62ed8f1a4a0e7fd8b10a,JUnit4,OK,740,376,25,
facebook/buck,test-smells-buck,1bc8d383ea5cb153ca9bf4f2807e6be498648523,,,ERRO,,,30,"CalledProcessError: Command '['git', '-c', 'http.sslBackend=schannel', 'clone', '--depth', '1', '-q', 'https://github.com/cristianritter/test-smells-buck.git', 'C:\\Users\\crist\\.jnose_projects\\test-smells-buck']' returned non-zero exit status 128."
facebook/facebook-android-sdk,test-smells-facebook-android-sdk,81ca34a2a0f7ee391f90c6051c5a22e5bc8663c2,81ca34a2a0f7ee391f90c6051c5a22e5bc8663c2,JUnit4,OK,1164,77,36,
facebook/facebook-java-business-sdk,test-smells-facebook-java-business-sdk,561f1a75e1220b55a160a1b92b0187f72be9cd08,561f1a75e1220b55a160a1b92b0187f72be9cd08,JUnit4,OK,0,0,23,
facebook/fresco,test-smells-fresco,ec0664aa49280c5aef2595b68e4d37f4b49358eb,ec0664aa49280c5aef2595b68e4d37f4b49358eb,JUnit4,OK,5159,167,53,
facebook/litho,test-smells-litho,19503b819b97e17d02f584633508dca8c646911a,19503b819b97e17d02f584633508dca8c646911a,JUnit4,OK,5242,238,120,
google/ExoPlayer,test-smells-ExoPlayer,4bc79c9465abd00e29ff576c5f7a7517be632f5a,4bc79c9465abd00e29ff576c5f7a7517be632f5a,JUnit4,OK,4513,163,42,
google/MOE,test-smells-MOE,4de8f47896dc85fb058d85e8d57122fa479c88f0,4de8f47896dc85fb058d85e8d57122fa479c88f0,JUnit4,OK,765,60,22,
google/agera,test-smells-agera,04045ccbf41ac5fc6806724127b33cbe0dda372c,04045ccbf41ac5fc6806724127b33cbe0dda372c,JUnit4,OK,495,38,22,
google/auto,test-smells-auto,93a1477d3e632742360d23df6932f0e0e12961eb,93a1477d3e632742360d23df6932f0e0e12961eb,JUnit4,OK,919,44,22,
google/binnavi,test-smells-binnavi,8e0aef41402db6c6ecb2a26bb943bbbc5fd989b2,8e0aef41402db6c6ecb2a26bb943bbbc5fd989b2,JUnit4,OK,18054,867,56,
google/blockly-android,test-smells-blockly-android,fb0a186576ad3f95b2a18440a6305a3db87a4825,fb0a186576ad3f95b2a18440a6305a3db87a4825,JUnit4,OK,1108,44,39,
google/caja,test-smells-caja,964609d5ec3272e4060cfb990bf263f6e5c56e22,964609d5ec3272e4060cfb990bf263f6e5c56e22,JUnit4,OK,740,35,193,
google/caliper,test-smells-caliper,4e10eb02b7bfb5683c71be950ad2e30ff1f2c0a9,4e10eb02b7bfb5683c71be950ad2e30ff1f2c0a9,JUnit4,OK,251,22,22,
google/closure-compiler,test-smells-closure-compiler,0393c80ca01b6b861376dad7f91043a38bb37dc0,0393c80ca01b6b861376dad7f91043a38bb37dc0,JUnit4,OK,11263,381,37,
google/closure-stylesheets,test-smells-closure-stylesheets,970d51e6fb45591e50c057b118e66a364957da42,970d51e6fb45591e50c057b118e66a364957da42,JUnit4,OK,1688,104,22,
google/closure-templates,test-smells-closure-templates,2258bec5ed4bd10f49347d250041aa9ea7eda01e,2258bec5ed4bd10f49347d250041aa9ea7eda01e,JUnit4,OK,4330,206,26,
google/conscrypt,test-smells-conscrypt,d7d3ec873a50c733c9c4397d6718c04045b377b3,d7d3ec873a50c733c9c4397d6718c04045b377b3,JUnit4,OK,1839,64,37,
google/copybara,test-smells-copybara,76e3e6b1313d2bbea77fad3e7e1b53bc21949113,76e3e6b1313d2bbea77fad3e7e1b53bc21949113,JUnit4,OK,2066,91,23,
google/error-prone,test-smells-error-prone,61cb540c08ec63faa56dccce00049cff1f8b41ea,61cb540c08ec63faa56dccce00049cff1f8b41ea,JUnit5,OK,926,498,27,
google/error-prone-javac,test-smells-error-prone-javac,a53d069bbdb2c60232ed3811c19b65e41c3e60e0,a53d069bbdb2c60232ed3811c19b65e41c3e60e0,JUnit3,OK,1173,423,50,
google/gcm,test-smells-gcm,3ad5de6ff959ab0716d8d4516552241789f721c7,3ad5de6ff959ab0716d8d4516552241789f721c7,JUnit4,OK,329,6,24,
google/gdata-java-client,test-smells-gdata-java-client,c6202a55f5f29afb37ffcf876674dca372f3fb4c,c6202a55f5f29afb37ffcf876674dca372f3fb4c,JUnit4,OK,0,0,28,
google/gitiles,test-smells-gitiles,76346b0810deec731737c9bb2bf54cc46a2c88cc,76346b0810deec731737c9bb2bf54cc46a2c88cc,JUnit4,OK,1279,24,22,
google/google-authenticator,test-smells-google-authenticator,0e8cc0a3bcada1f8f35191bd0f9f95403da65ffc,0e8cc0a3bcada1f8f35191bd0f9f95403da65ffc,JUnit4,OK,0,0,23,
google/google-java-format,test-smells-google-java-format,df76e0c7fe82711c8600768fca19d0ebaf2ca3d2,df76e0c7fe82711c8600768fca19d0ebaf2ca3d2,JUnit4,OK,305,17,22,
google/gtfs-realtime-bindings,test-smells-gtfs-realtime-bindings,b013cdae26b8b8a1a96f9bd51160bf5ebdcf58f6,b013cdae26b8b8a1a96f9bd51160bf5ebdcf58f6,JUnit4,OK,4,1,38,
google/guava,test-smells-guava,be92294be598b9b6ff0bd1cae3335759dafcb534,be92294be598b9b6ff0bd1cae3335759dafcb534,JUnit4,OK,40436,819,47,
google/guice,test-smells-guice,dafa4b0bec4e7ec5e1df75e3fb9a2fdf4920921a,dafa4b0bec4e7ec5e1df75e3fb9a2fdf4920921a,JUnit4,OK,2535,140,53,
google/hover,test-smells-hover,4242c499cf304dc88aaedbcfc61ef4bbaf8eaa0c,4242c499cf304dc88aaedbcfc61ef4bbaf8eaa0c,JUnit4,OK,4,4,21,
google/j2cl,test-smells-j2cl,f233ebf547cce390cf87ce346ed82e0512f4fbe1,f233ebf547cce390cf87ce346ed82e0512f4fbe1,JUnit4,OK,1260,143,32,
google/j2objc,test-smells-j2objc,471504a735b48d5d4ace51afa1542cc4790a921a,471504a735b48d5d4ace51afa1542cc4790a921a,JUnit4,OK,44822,830,82,
google/jimfs,test-smells-jimfs,4adbdea4091229b9ef727fa5d6eeef00b2429e01,4adbdea4091229b9ef727fa5d6eeef00b2429e01,JUnit4,OK,2182,43,22,
google/jsinterop-generator,test-smells-jsinterop-generator,c48a10f4c02b62207059997b4d18847c40f410ef,c48a10f4c02b62207059997b4d18847c40f410ef,JUnit4,OK,0,0,21,
google/nomulus,test-smells-nomulus,2481704d00f10f6b5675dd26f9effaad434ddbea,2481704d00f10f6b5675dd26f9effaad434ddbea,JUnit4,OK,4379,469,33,
google/physical-web,test-smells-physical-web,12604319e99b6d6dff451fc5a58a13a271f1dc7a,12604319e99b6d6dff451fc5a58a13a271f1dc7a,JUnit4,OK,150,8,24,
google/protobuf-dt,test-smells-protobuf-dt,b41acf14172723a182cc92a7d078859abeb89b7c,b41acf14172723a182cc92a7d078859abeb89b7c,JUnit4,OK,151,154,23,
google/rejoiner,test-smells-rejoiner,cedc123c18918d8c090543a4236ee344d2dbffeb,cedc123c18918d8c090543a4236ee344d2dbffeb,JUnit4,OK,69,10,21,
google/ringdroid,test-smells-ringdroid,955039d67252ea7aea5a36933e8ee30110f5ec92,955039d67252ea7aea5a36933e8ee30110f5ec92,JUnit4,OK,0,0,21,
google/sagetv,test-smells-sagetv,a35e3a450b4c0134cb097b9e7de76dca08eb6654,a35e3a450b4c0134cb097b9e7de76dca08eb6654,JUnit4,OK,114,23,85,
google/tink,test-smells-tink,ba64189ae1a44c2935f060a4de06bdc2df721a93,ba64189ae1a44c2935f060a4de06bdc2df721a93,JUnit4,OK,2657,141,25,
google/volley,test-smells-volley,95a6796c40f570a723a73d9360dddbd0994ed1d4,95a6796c40f570a723a73d9360dddbd0994ed1d4,JUnit4,OK,436,29,38,
linkedin/ambry,test-smells-ambry,1d2e455556058b83f5145740b7f2c5772fa37e1b,1d2e455556058b83f5145740b7f2c5772fa37e1b,JUnit4,OK,3767,179,27,
linkedin/li-apache-kafka-clients,test-smells-li-apache-kafka-clients,64c130b021176451b9a0a1274903c8e77585aaa1,64c130b021176451b9a0a1274903c8e77585aaa1,JUnit4,OK,499,18,22,
linkedin/parseq,test-smells-parseq,6151cc9064cf8af2ec5ab10ec80aa8c40db6b13c,6151cc9064cf8af2ec5ab10ec80aa8c40db6b13c,JUnit3,OK,2010,63,24,
linkedin/rest.li,test-smells-rest.li,ad74aa98da8a55ad9c339d0769a3e8fb495765af,ad74aa98da8a55ad9c339d0769a3e8fb495765af,JUnit4,OK,15823,511,36,
oracle/fastr,test-smells-fastr,a1ee49060317621c0c9eceea8ec60040aca59b2d,a1ee49060317621c0c9eceea8ec60040aca59b2d,JUnit4,OK,1570,662,38,
oracle/graal,test-smells-graal,4deb681aaaa79c248115037fc8e399c9876619fd,4deb681aaaa79c248115037fc8e399c9876619fd,JUnit4,OK,17728,831,51,
oracle/oci-java-sdk,test-smells-oci-java-sdk,76e9cecd7b309d9f12e5efe96c74167c66a98872,76e9cecd7b309d9f12e5efe96c74167c66a98872,JUnit4,OK,470,38,26,
oracle/opengrok,test-smells-opengrok,bd2770a04a3eda7af19fae482d880d56cce0eeb9,bd2770a04a3eda7af19fae482d880d56cce0eeb9,JUnit4,OK,3615,218,27,
oracle/pgql-lang,test-smells-pgql-lang,d31340ea99b7a2c4a4a2311fca77d6be415e5395,d31340ea99b7a2c4a4a2311fca77d6be415e5395,JUnit4,OK,20,12,21,
oracle/soda-for-java,test-smells-soda-for-java,352634e26b5a0d9d529d5436f7a4c8e21ed1dbf0,352634e26b5a0d9d529d5436f7a4c8e21ed1dbf0,JUnit3,OK,23,4,30,
oracle/visualvm,test-smells-visualvm,d9b10575b53d535e10c6e8c41831ebe38483c65b,,,TIMEOUT,,,1247,TimeoutError: bytestsmells: nao concluiu em 1200s (ultimo pct=25)
oracle/weblogic-monitoring-exporter,test-smells-weblogic-monitoring-exporter,05f1d3c4cc797577801df0ceceb9d92fc31718e8,05f1d3c4cc797577801df0ceceb9d92fc31718e8,JUnit4,OK,142,14,22,
rabbitmq/rabbitmq-java-client,test-smells-rabbitmq-java-client,8bc24bdce4da758f7be4f4451a46ab185058b272,8bc24bdce4da758f7be4f4451a46ab185058b272,JUnit4,OK,611,58,26,
rabbitmq/rabbitmq-jms-client,test-smells-rabbitmq-jms-client,2aa68092e85ab5e7d637ae97524d9edda4b31528,2aa68092e85ab5e7d637ae97524d9edda4b31528,JUnit5,OK,206,18,22,
reactor/reactive-streams-commons,test-smells-reactive-streams-commons,f6f194340b3ab43616f69015718d132abbc7dcc5,f6f194340b3ab43616f69015718d132abbc7dcc5,JUnit4,OK,2124,117,41,
reactor/reactor-core,test-smells-reactor-core,3958e2fabf49e16229dda5df39e7cde46797ec51,3958e2fabf49e16229dda5df39e7cde46797ec51,JUnit4,OK,10320,339,31,
reactor/reactor-kafka,test-smells-reactor-kafka,2724517a27d73b620791d2941cca29bd524e18bc,2724517a27d73b620791d2941cca29bd524e18bc,JUnit4,OK,367,16,22,
reactor/reactor-netty,test-smells-reactor-netty,b26dfa119524d87a484be09f13031f56dac864c1,b26dfa119524d87a484be09f13031f56dac864c1,JUnit4,OK,787,40,30,
robolectric/robolectric,test-smells-robolectric,525bfcfc0e0ed1653ad57341b564c6857e11dc50,525bfcfc0e0ed1653ad57341b564c6857e11dc50,JUnit4,OK,13080,489,30,
spring-projects/Spring-Integration-in-Action,test-smells-Spring-Integration-in-Action,f4c52d5ff803a3f50bd1df5a4dd438d811f9d2f0,f4c52d5ff803a3f50bd1df5a4dd438d811f9d2f0,JUnit4,OK,107,44,22,
spring-projects/aws-maven,test-smells-aws-maven,ce6a4ffbd8a59029ebe147124ac2d7ff1a7afd18,ce6a4ffbd8a59029ebe147124ac2d7ff1a7afd18,JUnit4,OK,0,0,21,
spring-projects/eclipse-integration-tcserver,test-smells-eclipse-integration-tcserver,5b381256cb35cfe2aa21f5093558f7ca927c289f,5b381256cb35cfe2aa21f5093558f7ca927c289f,JUnit4,OK,183,19,22,
spring-projects/grails-ide,test-smells-grails-ide,cb5162c5a7fc60a2847c39d2750003ada7e80ff7,cb5162c5a7fc60a2847c39d2750003ada7e80ff7,JUnit4,OK,445,38,39,
spring-projects/greenhouse,test-smells-greenhouse,c7994183812150de971ef4a76c08d5b4631ab5d1,c7994183812150de971ef4a76c08d5b4631ab5d1,JUnit4,OK,211,18,22,
spring-projects/spring-amqp,test-smells-spring-amqp,1614a4b0532b83e29b2a2fdb8dac102576b8aa51,1614a4b0532b83e29b2a2fdb8dac102576b8aa51,JUnit5,OK,3758,143,24,
spring-projects/spring-batch,test-smells-spring-batch,d8fc58338d3b059b67b5f777adc132d2564d7402,d8fc58338d3b059b67b5f777adc132d2564d7402,JUnit4,OK,10547,721,35,
spring-projects/spring-batch-admin,test-smells-spring-batch-admin,9e3ad8bff99b8fad8da62426aa7d2959eb841bcf,9e3ad8bff99b8fad8da62426aa7d2959eb841bcf,JUnit4,OK,722,93,23,
spring-projects/spring-boot,test-smells-spring-boot,2225b362991f225e3a93f00e160526d2b8abdfb2,,,TIMEOUT,,,1217,TimeoutError: bytestsmells: nao concluiu em 1200s (ultimo pct=25)
spring-projects/spring-data-cassandra,test-smells-spring-data-cassandra,42cc65aaab4d3d67546d815d3d9eb142a7d5c616,42cc65aaab4d3d67546d815d3d9eb142a7d5c616,JUnit4,OK,1440,177,25,
spring-projects/spring-data-commons,test-smells-spring-data-commons,48c9297118e18273a0a3dfe3cf2f9a8ffd8fdca7,48c9297118e18273a0a3dfe3cf2f9a8ffd8fdca7,JUnit4,OK,1260,206,48,
spring-projects/spring-data-couchbase,test-smells-spring-data-couchbase,2f4500e9c76541bbbd6a612f7b9283d2455a2dc6,2f4500e9c76541bbbd6a612f7b9283d2455a2dc6,JUnit4,OK,1252,55,22,
spring-projects/spring-data-dev-tools,test-smells-spring-data-dev-tools,a25ff3ae28026f132871f7172c6ba5c3b64e1671,a25ff3ae28026f132871f7172c6ba5c3b64e1671,JUnit4,OK,42,28,21,
spring-projects/spring-data-examples,test-smells-spring-data-examples,ccae97890f85a3eaf8f4e05a1a07696e2b1e78a4,ccae97890f85a3eaf8f4e05a1a07696e2b1e78a4,JUnit4,OK,256,96,28,
spring-projects/spring-data-gemfire,test-smells-spring-data-gemfire,bc066c0618a6c470516f9ef6b7c9b1d0d3f7e42f,,,TIMEOUT,,,1205,TimeoutError: bytestsmells: nao concluiu em 1200s (ultimo pct=25)
spring-projects/spring-data-graph,test-smells-spring-data-graph,0210210ce436eb83bf200f5d5f9a63a440c5b27a,0210210ce436eb83bf200f5d5f9a63a440c5b27a,JUnit4,OK,268,60,24,
spring-projects/spring-data-jdbc,test-smells-spring-data-relational,913238a822ed04a24dd03cb704fd03a454d34c01,913238a822ed04a24dd03cb704fd03a454d34c01,JUnit4,OK,325,73,22,
spring-projects/spring-data-jdbc-ext,test-smells-spring-data-jdbc-ext,9f19335f6f776ad36158cfaa0f5aad64333ce988,9f19335f6f776ad36158cfaa0f5aad64333ce988,JUnit4,OK,62,15,21,
spring-projects/spring-data-jpa,test-smells-spring-data-jpa,cde0b1dacf85cad38aa28c3027b77ea7ec790841,cde0b1dacf85cad38aa28c3027b77ea7ec790841,JUnit4,OK,680,125,23,
spring-projects/spring-data-keyvalue,test-smells-spring-data-keyvalue,115731519c5135f481fdb32d083d9745a58f72b0,115731519c5135f481fdb32d083d9745a58f72b0,JUnit4,OK,122,21,21,
spring-projects/spring-data-mongodb,test-smells-spring-data-mongodb,3eb9d790b94e5a40660ef9c5cb262cbe684bbdcb,3eb9d790b94e5a40660ef9c5cb262cbe684bbdcb,JUnit4,OK,5202,253,53,
spring-projects/spring-data-neo4j,test-smells-spring-data-neo4j,bf5704c5f710656d30e93eae8b89ebedb1b920cc,bf5704c5f710656d30e93eae8b89ebedb1b920cc,JUnit4,OK,939,60,25,
spring-projects/spring-data-redis,test-smells-spring-data-redis,2eb7067e8c7e859168a281145cc46ccddb42049f,2eb7067e8c7e859168a281145cc46ccddb42049f,JUnit4,OK,4399,192,25,
spring-projects/spring-data-rest,test-smells-spring-data-rest,3a0cba94a2cc8739375ecf24086da2f7c3bbf038,3a0cba94a2cc8739375ecf24086da2f7c3bbf038,JUnit4,OK,458,108,23,
spring-projects/spring-data-solr,test-smells-spring-data-solr,6db215cf28337895ec40ed28082fa895846680bb,6db215cf28337895ec40ed28082fa895846680bb,JUnit4,OK,1764,45,23,
spring-projects/spring-framework,test-smells-spring-framework,3a0f309e2c9fdbbf7fb2d348be861528177f8555,,,TIMEOUT,,,1256,TimeoutError: bytestsmells: nao concluiu em 1200s (ultimo pct=25)
spring-projects/spring-hadoop,test-smells-spring-hadoop,cda92b8ab6b5e8a8defe8ae5822e966e0a9d34eb,cda92b8ab6b5e8a8defe8ae5822e966e0a9d34eb,JUnit4,OK,3864,237,27,
spring-projects/spring-hateoas,test-smells-spring-hateoas,0e02d4f04117e03ab94110c9de09b2ac28d55599,0e02d4f04117e03ab94110c9de09b2ac28d55599,JUnit4,OK,506,90,22,
spring-projects/spring-ide,test-smells-spring-ide,915fe9bffd50db45ee0b8fb993416e45dee68179,915fe9bffd50db45ee0b8fb993416e45dee68179,JUnit4,OK,3911,139,89,
spring-projects/spring-integration,tests-smells-spring-integration,872302de6e98c1fd34e3192d8e4de244008ca857,,,TIMEOUT,,,1214,TimeoutError: bytestsmells: nao concluiu em 1200s (ultimo pct=25)
spring-projects/spring-integration-aws,test-smells-spring-integration-aws,562b20bd4dfa5c8fdbe29cbcdd74fc696191f519,562b20bd4dfa5c8fdbe29cbcdd74fc696191f519,JUnit4,OK,494,23,22,
spring-projects/spring-integration-java-dsl,test-smells-spring-integration-java-dsl,374682236256f639c3c47fda12f34386cbe0383f,374682236256f639c3c47fda12f34386cbe0383f,JUnit4,OK,550,27,22,
spring-projects/spring-integration-samples,test-smells-spring-integration-samples,cb052d2d98117d96331f883756e68e4bf31ffc84,cb052d2d98117d96331f883756e68e4bf31ffc84,JUnit4,OK,123,56,23,
spring-projects/spring-ldap,test-smells-spring-ldap,6a9bde34811b87b5425c05068a31ff61d7e59170,6a9bde34811b87b5425c05068a31ff61d7e59170,JUnit4,OK,3490,160,25,
spring-projects/spring-loaded,test-smells-spring-loaded,d6555bf5b0b62aef92be79f5f2fbe00426ebee36,d6555bf5b0b62aef92be79f5f2fbe00426ebee36,JUnit4,OK,2432,71,39,
spring-projects/spring-mvc-showcase,test-smells-spring-mvc-showcase,b9e18ad9e508409324b8afa9d359cfe05cd8442e,b9e18ad9e508409324b8afa9d359cfe05cd8442e,JUnit4,OK,0,17,21,
spring-projects/spring-restdocs,test-smells-spring-restdocs,957f352e763ae58321a1667c2cc8bed2e8c1e3bb,957f352e763ae58321a1667c2cc8bed2e8c1e3bb,JUnit5,OK,583,88,23,
spring-projects/spring-retry,test-smells-spring-retry,e538399d7507145a4d171160be2d7afab294d4e3,e538399d7507145a4d171160be2d7afab294d4e3,JUnit4,OK,815,48,22,
spring-projects/spring-roo,test-smells-spring-roo,4a2e9f1eb17d4e49ad947503a63afef7d5a37842,4a2e9f1eb17d4e49ad947503a63afef7d5a37842,JUnit4,OK,706,83,30,
spring-projects/spring-security,test-smells-spring-security,8dd2864dea3de5ea98637a1629debc89c29e76c0,8dd2864dea3de5ea98637a1629debc89c29e76c0,JUnit4,OK,7501,816,33,
spring-projects/spring-session,test-smells-spring-session,a5a3bc5d0b57d396882199dfbf8cb560a355ca1e,a5a3bc5d0b57d396882199dfbf8cb560a355ca1e,JUnit4,OK,869,84,62,
spring-projects/spring-social,test-smells-spring-social,b2715375f0ee98cda5e2e29728e51943822f938c,b2715375f0ee98cda5e2e29728e51943822f938c,JUnit4,OK,524,30,23,
spring-projects/spring-social-facebook,test-smells-spring-social-facebook,776cc8b91c44444c2a4f9061194e31d2e7201852,776cc8b91c44444c2a4f9061194e31d2e7201852,JUnit4,OK,1112,43,26,
spring-projects/spring-social-linkedin,test-smells-spring-social-linkedin,33a06e40ea1b41e024b3206a53d64bc6e242c184,33a06e40ea1b41e024b3206a53d64bc6e242c184,JUnit4,OK,465,10,22,
spring-projects/spring-statemachine,test-smells-spring-statemachine,02ecb28751fcffd6f5306189f41bbcadcd3af18a,02ecb28751fcffd6f5306189f41bbcadcd3af18a,JUnit4,OK,4444,152,65,
spring-projects/spring-vault,test-smells-spring-vault,6e36eb10b02c6931c3b565c5d9d76f5e217bf309,6e36eb10b02c6931c3b565c5d9d76f5e217bf309,JUnit4,OK,337,91,23,
spring-projects/spring-ws,test-smells-spring-ws,620d3eaed4c7d456d10a700969d46397f6b66edc,620d3eaed4c7d456d10a700969d46397f6b66edc,JUnit4,OK,952,230,25,
