github_repo,production_path,estratos,n_amostras,cs_blob,cs_blob_any,cs_blob_any_major,cs_blob_maioria,cs_blob_sev_media,cs_blob_unanime,cs_blob_sev_max,cs_blob_n_reviews,cs_data_class,cs_data_class_any,cs_data_class_any_major,cs_data_class_maioria,cs_data_class_sev_media,cs_data_class_unanime,cs_data_class_sev_max,cs_data_class_n_reviews,cs_feature_envy,cs_feature_envy_any,cs_feature_envy_any_major,cs_feature_envy_maioria,cs_feature_envy_sev_media,cs_feature_envy_unanime,cs_feature_envy_sev_max,cs_feature_envy_n_reviews,cs_long_method,cs_long_method_any,cs_long_method_any_major,cs_long_method_maioria,cs_long_method_sev_media,cs_long_method_unanime,cs_long_method_sev_max,cs_long_method_n_reviews,n_testes,n_testes_nome_divergente,test_paths,loc_teste,n_metodos_teste,ts_assertion_roulette,ts_conditional_test_logic,ts_dependent_test,ts_duplicate_assert,ts_eager_test,ts_exception_catching_throwing,ts_general_fixture,ts_lazy_test,ts_magic_number_test,ts_mystery_guest,ts_redundant_assertion,ts_resource_optimism,ts_verbose_test,ts_n_distintos,ts_n_total
test-smells-hadoop-common,/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/io/serializer/WritableSerialization.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/io/serializer/TestWritableSerialization.java,102,5,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2
test-smells-hadoop-common,/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/ipc/RPC.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/test/java/org/apache/hadoop/yarn/TestRPC.java,247,9,4,0,1,0,0,2,0,0,1,0,0,0,1,5,9
test-smells-hadoop-common,/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/main/java/org/apache/hadoop/mapreduce/v2/app/job/impl/JobImpl.java,disputado,1,,,,,,,,,,,,,,,,,0.1667,1,0,0,0.1667,0,1,6,,,,,,,,,1,0,/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestJobImpl.java,1047,33,19,2,1,6,15,1,0,36,0,0,0,0,12,8,92
test-smells-hadoop-common,/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapred/SortedRanges.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/src/test/java/org/apache/hadoop/mapred/TestSortedRanges.java,99,3,17,1,0,3,1,0,0,1,17,0,0,0,1,7,41
test-smells-hadoop-common,/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/webapp/hamlet/Hamlet.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/test/java/org/apache/hadoop/yarn/webapp/hamlet/TestHamlet.java,166,9,0,1,0,0,6,0,0,12,6,0,0,0,1,5,26
test-smells-hbase,/hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncNonMetaRegionLocator.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestAsyncNonMetaRegionLocator.java,403,28,2,13,0,2,0,5,3,1,0,0,0,0,2,7,28
test-smells-hbase,/hbase-client/src/main/java/org/apache/hadoop/hbase/master/RegionState.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/TestRegionState.java,61,4,0,1,1,0,1,0,0,0,0,0,0,0,0,3,3
test-smells-hbase,/hbase-common/src/main/java/org/apache/hadoop/hbase/io/crypto/Encryption.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/hbase-common/src/test/java/org/apache/hadoop/hbase/io/crypto/TestEncryption.java,132,8,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4
test-smells-hbase,/hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding/BufferedDataBlockEncoder.java,positivo_confiavel,1,,,,,,,,,1.6667,1,1,1,1.6667,0,3,6,,,,,,,,,,,,,,,,,1,0,/hbase-server/src/test/java/org/apache/hadoop/hbase/io/encoding/TestBufferedDataBlockEncoder.java,139,13,8,2,0,1,2,0,0,0,0,0,0,0,1,5,14
test-smells-hbase,/hbase-common/src/main/java/org/apache/hadoop/hbase/io/encoding/DataBlockEncoding.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/hbase-server/src/test/java/org/apache/hadoop/hbase/io/encoding/TestDataBlockEncoding.java,57,2,0,2,0,1,1,2,0,0,0,0,0,0,0,4,6
test-smells-hbase,/hbase-common/src/main/java/org/apache/hadoop/hbase/util/ByteBufferUtils.java,disputado,1,,,,,,,,,0.3333,1,0,0,0.3333,0,1,6,,,,,,,,,,,,,,,,,1,0,/hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestByteBufferUtils.java,647,39,51,26,3,4,7,4,1,8,46,0,0,0,3,10,153
test-smells-hbase,/hbase-common/src/main/java/org/apache/hadoop/hbase/util/OrderedBytes.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/hbase-common/src/test/java/org/apache/hadoop/hbase/util/TestOrderedBytes.java,1263,28,22,86,0,1,16,0,0,15,88,0,0,0,15,7,243
test-smells-hbase,/hbase-server/src/main/java/org/apache/hadoop/hbase/io/MetricsIO.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/hbase-server/src/test/java/org/apache/hadoop/hbase/io/TestMetricsIO.java,59,3,0,0,0,0,1,0,0,0,4,0,0,0,0,2,5
test-smells-hbase,/hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/LruBlockCache.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/hbase-server/src/test/java/org/apache/hadoop/hbase/io/hfile/TestLruBlockCache.java,960,19,92,29,0,7,11,0,0,12,64,0,0,0,12,7,227
test-smells-hbase,/hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/SplitTableRegionProcedure.java,disputado,1,1.0,1,1,0,1.0,0,3,8,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/assignment/TestSplitTableRegionProcedure.java,544,38,22,0,3,0,0,1,4,1,27,0,0,0,6,7,64
test-smells-hbase,/hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/balancer/TestStochasticLoadBalancer.java,493,17,7,15,0,3,3,0,0,6,28,0,0,0,3,7,65
test-smells-hbase,/hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/ServerRemoteProcedure.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/hbase-server/src/test/java/org/apache/hadoop/hbase/master/procedure/TestServerRemoteProcedure.java,282,20,0,0,0,0,1,1,3,6,0,0,0,0,0,4,11
test-smells-hbase,/hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestHStore.java,1905,89,45,29,6,13,16,5,0,130,34,0,0,0,17,9,295
test-smells-hbase,/hbase-server/src/main/java/org/apache/hadoop/hbase/security/token/AuthenticationKey.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/hbase-server/src/test/java/org/apache/hadoop/hbase/security/token/TestAuthenticationKey.java,65,2,7,0,0,0,1,0,0,0,1,0,0,0,0,3,9
test-smells-hbase,/hbase-server/src/main/java/org/apache/hadoop/hbase/util/FSUtils.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/hbase-server/src/test/java/org/apache/hadoop/hbase/util/TestFSUtils.java,637,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test-smells-hbase,/hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,negativo_confiavel,7,,,,,,,,,0.0,0,0,0,0.0,0,0,2,0.0,0,0,0,0.0,0,0,4,0.0,0,0,0,0.0,0,0,8,1,0,/hbase-server/src/test/java/org/apache/hadoop/hbase/HBaseTestCase.java,451,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test-smells-hillview,/platform/src/main/java/org/hillview/storage/GenericLogs.java,disputado,1,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,0,0,0.5,0,1,4,1,0,/platform/src/test/java/org/hillview/test/storage/GenericLogsTest.java,330,17,45,13,0,6,14,0,0,3,12,0,0,0,1,7,94
test-smells-hive,/ql/src/java/org/apache/hadoop/hive/ql/exec/persistence/MapJoinRowContainer.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/ql/src/test/org/apache/hadoop/hive/ql/exec/persistence/TestMapJoinRowContainer.java,43,1,1,0,0,0,1,0,0,0,2,0,0,0,0,3,4
test-smells-hive,/ql/src/java/org/apache/hadoop/hive/ql/io/RecordIdentifier.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/ql/src/test/org/apache/hadoop/hive/ql/io/TestRecordIdentifier.java,72,2,7,0,0,2,2,0,0,1,8,0,1,0,0,6,21
test-smells-hive,/ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/ql/src/test/org/apache/hadoop/hive/ql/parse/TestSemanticAnalyzer.java,106,3,17,0,0,1,0,2,0,0,0,0,0,0,1,4,21
test-smells-hive,/serde/src/java/org/apache/hadoop/hive/serde2/avro/AvroSerDe.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/serde/src/test/org/apache/hadoop/hive/serde2/avro/TestAvroSerde.java,146,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test-smells-hive,/serde/src/java/org/apache/hadoop/hive/serde2/thrift/ColumnBuffer.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/serde/src/test/org/apache/hadoop/hive/serde2/thrift/TestColumnBuffer.java,271,17,17,6,1,0,6,0,0,5,13,0,0,0,1,7,49
test-smells-hive,/standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/utils/LogUtils.java,disputado,1,0.5,1,0,0,0.5,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/common/src/test/org/apache/hadoop/hive/common/TestLogUtils.java,36,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7
test-smells-hive,/standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java,disputado,1,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,0,0,0.5,0,1,4,1,0,/standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/TestHiveMetaStore.java,3348,78,142,44,0,24,0,31,1,2,53,0,5,0,29,9,331
test-smells-hive,/testutils/ptest2/src/main/java/org/apache/hive/ptest/execution/ssh/RSyncCommandExecutor.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/testutils/ptest2/src/test/java/org/apache/hive/ptest/execution/ssh/TestRSyncCommandExecutor.java,87,5,4,2,0,0,2,0,0,3,0,0,0,0,0,4,11
test-smells-hono,/adapters/mqtt-vertx-base/src/main/java/org/eclipse/hono/adapter/mqtt/CommandSubscription.java,negativo_confiavel,2,0.0,0,0,0,0.0,0,0,2,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/adapters/mqtt-vertx-base/src/test/java/org/eclipse/hono/adapter/mqtt/CommandSubscriptionTest.java,164,13,16,0,0,0,4,0,0,5,0,0,0,0,0,3,25
test-smells-hono,/services/device-registry/src/main/java/org/eclipse/hono/deviceregistry/FileBasedCredentialsService.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/services/device-registry/src/test/java/org/eclipse/hono/deviceregistry/FileBasedCredentialsServiceTest.java,375,17,1,0,0,1,1,0,3,2,0,0,0,0,1,6,9
test-smells-ibm-cos-sdk-java,/ibm-cos-java-sdk-core/src/main/java/com/ibm/cloud/objectstorage/internal/EC2CredentialsUtils.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/ibm-cos-java-sdk-core/src/test/java/com/ibm/cloud/objectstorage/internal/EC2CredentialsUtilsTest.java,236,18,3,0,0,0,3,7,0,4,2,0,0,0,0,5,19
test-smells-ibm-cos-sdk-java,/ibm-cos-java-sdk-s3/src/main/java/com/ibm/cloud/objectstorage/services/s3/internal/S3ErrorResponseHandler.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/ibm-cos-java-sdk-s3/src/test/java/com/ibm/cloud/objectstorage/services/s3/internal/S3ErrorResponseHandlerTest.java,42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
test-smells-ignite,/modules/ml/src/main/java/org/apache/ignite/ml/clustering/gmm/CovarianceMatricesAggregator.java,disputado,1,0.3333,1,0,0,0.3333,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/modules/ml/src/test/java/org/apache/ignite/ml/clustering/gmm/CovarianceMatricesAggregatorTest.java,161,6,6,0,0,1,4,0,0,4,23,0,0,0,1,6,39
test-smells-ignite,/modules/ml/src/main/java/org/apache/ignite/ml/tree/randomforest/RandomForestClassifierTrainer.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/modules/ml/src/test/java/org/apache/ignite/ml/tree/randomforest/RandomForestClassifierTrainerTest.java,98,2,1,4,0,0,2,0,0,2,3,0,0,0,0,5,12
test-smells-ignite,/modules/tensorflow/src/main/java/org/apache/ignite/tensorflow/core/ProcessManagerWrapper.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/modules/tensorflow/src/test/java/org/apache/ignite/tensorflow/core/ProcessManagerWrapperTest.java,108,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test-smells-incubator-atlas,/webapp/src/main/java/org/apache/atlas/web/dao/UserDao.java,disputado,1,0.5,1,0,0,0.5,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/webapp/src/test/java/org/apache/atlas/web/security/UserDaoTest.java,68,2,1,1,0,0,2,1,0,2,0,0,0,0,0,5,7
test-smells-incubator-brooklyn,/brooklyn-library/software/webapp/src/main/java/org/apache/brooklyn/entity/proxy/ProxySslConfig.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/brooklyn-library/software/webapp/src/test/java/org/apache/brooklyn/entity/proxy/ProxySslConfigTest.java,60,2,8,0,0,0,2,0,0,5,0,0,0,0,0,3,15
test-smells-incubator-brooklyn,/brooklyn-server/locations/jclouds/src/main/java/org/apache/brooklyn/core/mgmt/persist/jclouds/JcloudsBlobStoreBasedObjectStore.java,disputado,1,0.1667,1,0,0,0.1667,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/brooklyn-server/locations/jclouds/src/test/java/org/apache/brooklyn/core/mgmt/persist/jclouds/JcloudsBlobStoreBasedObjectStoreTest.java,118,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
test-smells-incubator-brooklyn,/brooklyn-server/rest/rest-api/src/main/java/org/apache/brooklyn/rest/domain/ApiError.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/brooklyn-server/rest/rest-api/src/test/java/org/apache/brooklyn/rest/domain/ApiErrorTest.java,63,3,0,0,0,0,3,0,0,3,0,0,0,0,0,2,6
test-smells-incubator-brooklyn,/brooklyn-server/utils/common/src/main/java/org/apache/brooklyn/util/collections/CollectionFunctionals.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/brooklyn-server/utils/common/src/test/java/org/apache/brooklyn/util/collections/CollectionFunctionalsTest.java,82,5,16,0,0,0,5,0,0,1,0,0,0,0,0,3,22
test-smells-incubator-brooklyn,/brooklyn-server/utils/common/src/main/java/org/apache/brooklyn/util/text/StringFunctions.java,disputado,1,1.0,1,1,0,1.0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/brooklyn-server/utils/common/src/test/java/org/apache/brooklyn/util/text/StringFunctionsTest.java,96,13,3,0,0,0,13,0,0,2,0,0,0,0,0,3,18
test-smells-incubator-hivemall,/core/src/main/java/hivemall/tools/math/L2NormUDAF.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/core/src/test/java/hivemall/tools/math/L2NormUDAFTest.java,86,6,0,2,0,0,2,0,0,3,2,0,0,0,1,5,10
test-smells-incubator-hivemall,/core/src/main/java/hivemall/utils/lang/ArrayUtils.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/core/src/test/java/hivemall/utils/ArrayUtilsTest.java,42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
test-smells-incubator-hudi,/hoodie-common/src/main/java/com/uber/hoodie/common/model/HoodieCommitMetadata.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/hoodie-common/src/test/java/com/uber/hoodie/common/model/TestHoodieCommitMetadata.java,43,1,5,0,0,0,1,0,0,0,6,0,0,0,0,3,12
test-smells-incubator-myriad,/myriad-scheduler/src/main/java/org/apache/myriad/state/utils/ByteBufferSupport.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/myriad-scheduler/src/test/java/org/apache/myriad/state/utils/ByteBufferSupportTest.java,202,18,18,1,0,0,5,0,1,2,10,0,0,0,0,6,37
test-smells-incubator-pinot,/pinot-common/src/main/java/org/apache/pinot/common/utils/helix/HelixHelper.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,0,/pinot-controller/src/test/java/org/apache/pinot/controller/helix/HelixHelperTest.java,110,9,1,1,0,0,0,0,1,0,0,0,0,0,0,3,3
test-smells-incubator-pinot,/pinot-core/src/main/java/org/apache/pinot/core/query/aggregation/groupby/DoubleGroupByResultHolder.java,negativo_confiavel,1,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,1,0,/pinot-core/src/test/java/org/apache/pinot/query/aggregation/groupby/DoubleGroupByResultHolderTest.java,114,9,0,4,2,0,2,0,0,3,0,0,0,0,0,4,11
test-smells-incubator-taverna-workbench,/taverna-graph-model/src/main/java/org/apache/taverna/workbench/models/graph/Graph.java,positivo_confiavel,1,,,,,,,,,0.6667,1,0,1,0.6667,0,1,6,,,,,,,,,,,,,,,,,1,0,/taverna-graph-model/src/test/java/org/apache/taverna/workbench/models/graph/GraphTest.java,135,16,15,0,0,0,7,0,2,8,6,0,0,0,0,5,38
test-smells-incubator-tez,/tez-api/src/main/java/org/apache/tez/client/TezClientUtils.java,disputado,1,0.875,1,1,0,0.875,0,3,8,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/tez-api/src/test/java/org/apache/tez/client/TestTezClientUtils.java,220,9,11,7,0,1,0,2,0,1,0,2,0,2,1,8,27
test-smells-incubator-tez,/tez-dag/src/main/java/org/apache/tez/dag/utils/EnvironmentUpdateUtils.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/tez-dag/src/test/java/org/apache/tez/dag/utils/TestEnvironmentUpdateUtils.java,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
test-smells-incubator-tez,/tez-runtime-library/src/main/java/org/apache/tez/dag/library/vertexmanager/InputReadyVertexManager.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/tez-runtime-library/src/test/java/org/apache/tez/dag/library/vertexmanager/TestInputReadyVertexManager.java,262,5,16,0,0,5,3,2,0,3,13,0,2,0,3,8,47
test-smells-ion-java,/src/software/amazon/ion/Timestamp.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/test/software/amazon/ion/TimestampTest.java,2932,190,128,0,30,17,56,11,0,61,53,0,1,0,19,9,376
test-smells-j2objc,/jre_emul/android/frameworks/base/core/java/android/text/TextUtils.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/jre_emul/android/frameworks/base/core/tests/coretests/src/android/text/TextUtilsTest.java,535,19,48,2,1,3,0,3,0,3,17,0,0,0,3,8,80
test-smells-j2objc,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/text/AlphabeticIndex.java,disputado,1,0.5,1,0,0,0.5,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/jre_emul/android/platform/external/icu/android_icu4j/src/main/tests/android/icu/dev/test/collator/AlphabeticIndexTest.java,1161,45,0,52,0,1,20,1,0,23,30,0,0,0,6,7,133
test-smells-j2objc,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/text/UnicodeSet.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,0,/jre_emul/android/platform/external/icu/android_icu4j/src/main/tests/android/icu/dev/test/lang/UnicodeSetTest.java,2743,90,0,129,0,3,31,11,0,52,22,0,0,0,15,7,263
test-smells-j2objc,/jre_emul/android/platform/external/okhttp/okio/okio/src/main/java/okio/RealBufferedSink.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,1,0,/jre_emul/android/platform/external/okhttp/okio/okio/src/test/java/okio/RealBufferedSinkTest.java,244,16,16,0,3,1,16,11,0,9,18,0,0,0,1,8,75
test-smells-j2objc,/jre_emul/android/platform/libcore/ojluni/src/main/java/java/security/KeyStore.java,disputado,1,,,,,,,,,0.625,1,1,0,0.625,0,2,8,,,,,,,,,,,,,,,,,1,0,/jre_emul/android/platform/libcore/luni/src/test/java/tests/targets/security/KeyStoreTest.java,190,7,1,0,0,2,2,12,0,2,1,0,0,0,1,7,21
test-smells-j2objc,/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/Base64.java,disputado,1,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,1,1,0,0.6667,0,2,6,2,1,/jre_emul/android/frameworks/base/core/tests/coretests/src/android/util/Base64Test.java|/jre_emul/android/platform/libcore/luni/src/test/java/libcore/java/util/Base64Test.java,1669,19,164,24,1,10,2,13,0,3,59,0,0,0,8,13,284
test-smells-j2objc,/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/Collections.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,1,/jre_emul/android/platform/libcore/luni/src/test/java/libcore/java/util/CollectionsTest.java,1685,3,59,0,2,16,0,55,0,0,30,0,0,0,1,6,163
test-smells-j2objc,/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/GregorianCalendar.java,disputado,1,,,,,,,,,,,,,,,,,0.1667,1,0,0,0.1667,0,1,6,,,,,,,,,1,1,/jre_emul/android/platform/libcore/luni/src/test/java/libcore/java/util/GregorianCalendarTest.java,455,14,44,2,0,6,0,4,1,0,33,0,0,0,3,7,93
test-smells-j2objc,/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/LinkedList.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,/jre_emul/Tests/com/google/j2objc/LinkedListTest.java|/jre_emul/android/platform/libcore/jsr166-tests/src/test/java/jsr166/LinkedListTest.java,769,56,67,40,0,7,39,12,0,21,10,0,0,0,0,12,196
test-smells-j2objc,/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/concurrent/ConcurrentHashMap.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,,,,,,,,,1,1,/jre_emul/android/platform/libcore/jsr166-tests/src/test/java/jsr166/ConcurrentHashMapTest.java,818,2,61,20,0,3,0,22,0,0,15,0,0,0,0,5,121
test-smells-j2objc,/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/concurrent/CopyOnWriteArrayList.java,negativo_confiavel,1,0.0,0,0,0,0.0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,/jre_emul/android/platform/libcore/jsr166-tests/src/test/java/jsr166/CopyOnWriteArrayListTest.java|/jre_emul/android/platform/libcore/luni/src/test/java/libcore/java/util/concurrent/CopyOnWriteArrayListTest.java,1208,80,167,38,2,13,69,29,0,37,94,0,0,0,3,17,452
test-smells-j2objc,/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/concurrent/locks/AbstractQueuedSynchronizer.java,negativo_confiavel,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,0,0,2,1,1,/jre_emul/android/platform/libcore/jsr166-tests/src/test/java/jsr166/AbstractQueuedSynchronizerTest.java,1267,3,79,2,15,33,0,13,0,0,16,0,0,0,3,7,161
test-smells-j2objc,/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/concurrent/locks/ReentrantReadWriteLock.java,disputado,1,0.5,1,1,0,0.5,0,3,8,,,,,,,,,,,,,,,,,,,,,,,,,1,1,/jre_emul/android/platform/libcore/jsr166-tests/src/test/java/jsr166/ReentrantReadWriteLockTest.java,1687,5,76,10,134,34,0,20,0,0,35,0,0,0,7,7,316
