sample_id,smell,granularidade,code_name,path,start_line,end_line,mlcq_repo,github_repo,repo_status,commit_hash,is_industry_relevant,n_reviews,n_revisores,severidades,n_positivos,n_major_ou_mais,n_reviews_crosscheck,sev_max,sev_media,sev_mediana,pos_any,pos_maioria,pos_unanime,pos_any_major,foi_crosscheck,estrato
6463026,data class,class,org.eclipse.packagedrone.repo.utils.osgi.bundle.BundleInformation.RequireCapability,/bundles/org.eclipse.packagedrone.repo.utils.osgi/src/org/eclipse/packagedrone/repo/utils/osgi/bundle/BundleInformation.java,377,406,eclipse/packagedrone,test-smells-packagedrone,HASH_OK,3869c1643cdc6f7cb8b26097a7b6994683b13d7e,1,6,3,major|minor|minor|none|none|none,3,1,4,2,0.6667,0.5,1,0,0,1,1,disputado
6464947,data class,class,com.ibm.jvm.format.Util.TypeList,/jcl/src/openj9.traceformat/share/classes/com/ibm/jvm/format/Util.java,631,655,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,6,3,minor|none|none|none|none|none,1,0,4,1,0.1667,0.0,1,0,0,0,1,disputado
6464959,long method,function,com.ibm.j9ddr.vm29.tools.ddrinteractive.gccheck.CheckReporterTTY#reportClass CheckError|J9ClassPointer|String,/debugtools/DDR_VM/src/com/ibm/j9ddr/vm29/tools/ddrinteractive/gccheck/CheckReporterTTY.java,167,177,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6464966,blob,class,com.ibm.dtfj.corereaders.Symbol.SymbolComparator,/jcl/src/openj9.dtfj/share/classes/com/ibm/dtfj/corereaders/Symbol.java,134,175,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,4,2,minor|minor|none|none,2,0,2,1,0.5,0.5,1,0,0,0,1,disputado
6465533,long method,function,org.eclipse.milo.opcua.sdk.server.namespaces.loader.UaVariableLoader#buildNode1076,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/namespaces/loader/UaVariableLoader.java,12795,12808,eclipse/milo,test-smells-milo,HASH_OK,e752e540d31eb3c226e6e79dd197c54d7d254685,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6465751,long method,function,org.eclipse.packagedrone.repo.utils.osgi.bundle.BundleInformationParser#processImportBundle BundleInformation|Attributes,/bundles/org.eclipse.packagedrone.repo.utils.osgi/src/org/eclipse/packagedrone/repo/utils/osgi/bundle/BundleInformationParser.java,140,155,eclipse/packagedrone,test-smells-packagedrone,HASH_OK,3869c1643cdc6f7cb8b26097a7b6994683b13d7e,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6466237,data class,class,org.eclipse.packagedrone.web.controller.validator.FormDataValidator,/bundles/org.eclipse.packagedrone.web/src/org/eclipse/packagedrone/web/controller/validator/FormDataValidator.java,19,46,eclipse/packagedrone,test-smells-packagedrone,HASH_OK,3869c1643cdc6f7cb8b26097a7b6994683b13d7e,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6468434,blob,class,com.ibm.dtfj.image.j9.ImageFactory.JarFilter,/jcl/src/openj9.dtfj/share/classes/com/ibm/dtfj/image/j9/ImageFactory.java,559,571,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6470076,blob,class,com.ibm.j9ddr.corereaders.tdump.zebedee.le.Caa.Cel4rreg,/debugtools/DDR_VM/src/com/ibm/j9ddr/corereaders/tdump/zebedee/le/Caa.java,348,800,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,8,4,critical|major|major|none|none|none|none|none,3,3,6,3,0.875,0.0,1,0,0,1,1,disputado
6470701,blob,class,java.lang.invoke.IndirectHandle,/jcl/src/java.base/share/classes/java/lang/invoke/IndirectHandle.java,29,129,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6471245,long method,function,com.ibm.dtfj.java.j9.JavaVMOption.JavaVMOption String|ImagePointer,/jcl/src/openj9.dtfj/share/classes/com/ibm/dtfj/java/j9/JavaVMOption.java,34,40,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6471435,feature envy,function,org.apache.jasper.compiler.SmapUtil.SDEInstaller.SDEInstaller File|byte[]|File,/bundles/org.apache.jasper.glassfish/src/org/apache/jasper/compiler/SmapUtil.java,260,278,eclipse/packagedrone,test-smells-packagedrone,HASH_OK,3869c1643cdc6f7cb8b26097a7b6994683b13d7e,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6475184,long method,function,com.ibm.jvm.traceformat.FormatTimestamp#setValue String,/jcl/src/openj9.traceformat/share/classes/com/ibm/jvm/traceformat/TraceFormat.java,839,847,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6478457,long method,function,org.eclipse.paho.mqttv5.common.packet.MqttUnsubscribe#getVariableHeader,/org.eclipse.paho.mqttv5.common/src/main/java/org/eclipse/paho/mqttv5/common/packet/MqttUnsubscribe.java,74,92,eclipse/paho.mqtt.java,test-smells-paho.mqtt.java,HASH_OK,5af7b53499e7dbe45b7227b3d41fc870089c0033,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6479689,long method,function,org.eclipse.paho.client.mqttv3.internal.CommsTokenStore#restoreToken MqttPublish,/org.eclipse.paho.client.mqttv3/src/main/java/org/eclipse/paho/client/mqttv3/internal/CommsTokenStore.java,108,126,eclipse/paho.mqtt.java,test-smells-paho.mqtt.java,HASH_OK,5af7b53499e7dbe45b7227b3d41fc870089c0033,1,6,3,minor|none|none|none|none|none,1,0,4,1,0.1667,0.0,1,0,0,0,1,disputado
6480563,data class,class,org.eclipse.paho.mqttv5.client.internal.MqttConnectionState,/org.eclipse.paho.mqttv5.client/src/main/java/org/eclipse/paho/mqttv5/client/internal/MqttConnectionState.java,26,168,eclipse/paho.mqtt.java,test-smells-paho.mqtt.java,HASH_OK,5af7b53499e7dbe45b7227b3d41fc870089c0033,1,6,3,critical|major|major|minor|none|none,4,3,4,3,1.3333,1.5,1,1,0,1,1,positivo_confiavel
6481321,data class,class,org.eclipse.paho.client.mqttv3.MqttAsyncClient.MqttReconnectActionListener,/org.eclipse.paho.client.mqttv3/src/main/java/org/eclipse/paho/client/mqttv3/MqttAsyncClient.java,1376,1419,eclipse/paho.mqtt.java,test-smells-paho.mqtt.java,HASH_OK,5af7b53499e7dbe45b7227b3d41fc870089c0033,1,1,1,none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_1_review
6483071,blob,class,com.ibm.jpp.om.Builder,/sourcetools/com.ibm.jpp.preprocessor/com/ibm/jpp/om/Builder.java,41,806,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,8,4,critical|major|major|major|major|minor|none|none,6,5,6,3,1.5,2.0,1,1,0,1,1,positivo_confiavel
6483192,blob,class,com.ibm.j9ddr.tools.ddrinteractive.commands.ForeachCommand,/debugtools/DDR_VM/src/com/ibm/j9ddr/tools/ddrinteractive/commands/ForeachCommand.java,37,165,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,8,4,major|minor|none|none|none|none|none|none,2,1,6,2,0.375,0.0,1,0,0,1,1,disputado
6484821,blob,class,com.ibm.j9ddr.vm29.j9.StackRoots,/debugtools/DDR_VM/src/com/ibm/j9ddr/vm29/j9/StackRoots.java,45,177,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6486798,feature envy,function,com.ibm.j9ddr.corereaders.memory.MemorySourceTable.MergedMemoryRange#getName,/debugtools/DDR_VM/src/com/ibm/j9ddr/corereaders/memory/MemorySourceTable.java,303,321,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6487817,feature envy,function,com.ibm.j9ddr.vm29.types.U32#add UDATA,/debugtools/DDR_VM/src/com/ibm/j9ddr/vm29/types/U32.java,70,72,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,6,3,minor|none|none|none|none|none,1,0,4,1,0.1667,0.0,1,0,0,0,1,disputado
6488574,feature envy,function,com.ibm.dtfj.image.j9.ImageProcess.ImageProcess String|String|Properties|ImageThread|Iterator|ImageModule|Iterator|int,/jcl/src/openj9.dtfj/share/classes/com/ibm/dtfj/image/j9/ImageProcess.java,56,68,eclipse/openj9,test-smells-openj9,HASH_OK,4911084853eb75b20e037c434ad4521b7317ebfb,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6491821,feature envy,function,org.eclipse.rdf4j.rio.helpers.BufferedGroupingRDFHandler.BufferedGroupingRDFHandler RDFHandler,/rio/api/src/main/java/org/eclipse/rdf4j/rio/helpers/BufferedGroupingRDFHandler.java,50,52,eclipse/rdf4j,test-smells-rdf4j,HASH_OK,6f63df540e30b28e0c8880bea72f85cb88424b03,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6492058,data class,class,org.eclipse.rdf4j.query.parser.sparql.ast.SyntaxTreeBuilderVisitor,/queryparser/sparql/src/main/java/org/eclipse/rdf4j/query/parser/sparql/ast/SyntaxTreeBuilderVisitor.java,11,297,eclipse/rdf4j,test-smells-rdf4j,HASH_OK,6f63df540e30b28e0c8880bea72f85cb88424b03,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6492213,feature envy,function,org.eclipse.rdf4j.query.algebra.IRIFunction.IRIFunction ValueExpr,/queryalgebra-model/src/main/java/org/eclipse/rdf4j/query/algebra/IRIFunction.java,27,29,eclipse/rdf4j,test-smells-rdf4j,HASH_OK,6f63df540e30b28e0c8880bea72f85cb88424b03,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6493330,data class,class,org.eclipse.rdf4j.repository.contextaware.config.ContextAwareFactory,/repository/contextaware/src/main/java/org/eclipse/rdf4j/repository/contextaware/config/ContextAwareFactory.java,21,73,eclipse/rdf4j,test-smells-rdf4j,HASH_OK,6f63df540e30b28e0c8880bea72f85cb88424b03,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6493535,blob,class,org.eclipse.rdf4j.query.parser.sparql.BaseDeclProcessor,/queryparser/sparql/src/main/java/org/eclipse/rdf4j/query/parser/sparql/BaseDeclProcessor.java,31,129,eclipse/rdf4j,test-smells-rdf4j,HASH_OK,6f63df540e30b28e0c8880bea72f85cb88424b03,1,4,2,minor|minor|none|none,2,0,2,1,0.5,0.5,1,0,0,0,1,disputado
6493712,data class,class,org.eclipse.reddeer.eclipse.ui.launcher.DialogTextEditor,/plugins/org.eclipse.reddeer.ui/src/org/eclipse/reddeer/eclipse/ui/launcher/DialogTextEditor.java,41,291,eclipse/reddeer,test-smells-reddeer,HASH_OK,59e55d29fc60a672d79df1ad1578badb8a2f8693,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6493734,long method,function,org.eclipse.reddeer.eclipse.jdt.ui.preferences.BuildPathsPropertyPage#addVariableOnClasspath String|String|boolean,/plugins/org.eclipse.reddeer.eclipse/src/org/eclipse/reddeer/eclipse/jdt/ui/preferences/BuildPathsPropertyPage.java,141,146,eclipse/reddeer,test-smells-reddeer,HASH_OK,59e55d29fc60a672d79df1ad1578badb8a2f8693,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6494643,data class,class,org.eclipse.reddeer.eclipse.ui.perspectives.PluginDevelopmentPerspective,/plugins/org.eclipse.reddeer.eclipse/src/org/eclipse/reddeer/eclipse/ui/perspectives/PluginDevelopmentPerspective.java,20,29,eclipse/reddeer,test-smells-reddeer,HASH_OK,59e55d29fc60a672d79df1ad1578badb8a2f8693,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6496450,feature envy,function,org.eclipse.reddeer.core.handler.TreeItemHandler#getPath TreeItem,/plugins/org.eclipse.reddeer.core/src/org/eclipse/reddeer/core/handler/TreeItemHandler.java,281,294,eclipse/reddeer,test-smells-reddeer,HASH_OK,59e55d29fc60a672d79df1ad1578badb8a2f8693,1,6,3,minor|minor|none|none|none|none,2,0,4,1,0.3333,0.0,1,0,0,0,1,disputado
6500087,long method,function,org.eclipse.reddeer.swt.generator.framework.rules.complex.CheckBoxFilterComplexRule#appliesToPartially GenerationSimpleRule|int,/plugins/org.eclipse.reddeer.recorder/src/main/java/org/eclipse/reddeer/swt/generator/framework/rules/complex/CheckBoxFilterComplexRule.java,26,38,eclipse/reddeer,test-smells-reddeer,HASH_OK,59e55d29fc60a672d79df1ad1578badb8a2f8693,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6501266,data class,class,org.eclipse.reddeer.jface.window.Openable,/plugins/org.eclipse.reddeer.jface/src/org/eclipse/reddeer/jface/window/Openable.java,22,38,eclipse/reddeer,test-smells-reddeer,HASH_OK,59e55d29fc60a672d79df1ad1578badb8a2f8693,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6502815,feature envy,function,org.eclipse.rdf4j.http.client.QueueCursor.QueueCursor int,/http/client/src/main/java/org/eclipse/rdf4j/http/client/QueueCursor.java,27,29,eclipse/rdf4j,test-smells-rdf4j,HASH_OK,6f63df540e30b28e0c8880bea72f85cb88424b03,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6503132,data class,class,org.eclipse.reddeer.swt.generator.framework.rules.complex.CTabWorkbenchFilterComplexRule,/plugins/org.eclipse.reddeer.recorder/src/main/java/org/eclipse/reddeer/swt/generator/framework/rules/complex/CTabWorkbenchFilterComplexRule.java,21,51,eclipse/reddeer,test-smells-reddeer,HASH_OK,59e55d29fc60a672d79df1ad1578badb8a2f8693,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6507301,feature envy,function,org.eclipse.thym.core.internal.cordova.CordovaCLI#version IProgressMonitor,/plugins/org.eclipse.thym.core/src/org/eclipse/thym/core/internal/cordova/CordovaCLI.java,51,58,eclipse/thym,test-smells-thym,HASH_OK,b57a824e18279a2164ee334a2af9bb47ac30788f,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6510757,data class,class,org.eclipse.triquetrum.workflow.model.provider.VertexItemProvider,/plugins/editor/org.eclipse.triquetrum.workflow.model.edit/src/main/java/org/eclipse/triquetrum/workflow/model/provider/VertexItemProvider.java,26,94,eclipse/triquetrum,test-smells-triquetrum,HASH_OK,e4c5834ce3d68bd97820157d426a427dfe8e2a9b,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6511643,feature envy,function,org.eclipse.triquetrum.scisoft.analysis.rpc.staticdispatchertypes.SingleArgumentBoxedPrimitiveArrays.call Float[],/tests/org.eclipse.triquetrum.scisoft.analysis.rpc.test/src/org/eclipse/triquetrum/scisoft/analysis/rpc/staticdispatchertypes/SingleArgumentBoxedPrimitiveArrays.java,33,35,eclipse/triquetrum,test-smells-triquetrum,HASH_OK,e4c5834ce3d68bd97820157d426a427dfe8e2a9b,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6511935,blob,class,org.eclipse.triquetrum.workflow.editor.features.ActorAddFeature,/plugins/editor/org.eclipse.triquetrum.workflow.editor/src/main/java/org/eclipse/triquetrum/workflow/editor/features/ActorAddFeature.java,57,288,eclipse/triquetrum,test-smells-triquetrum,HASH_OK,e4c5834ce3d68bd97820157d426a427dfe8e2a9b,1,8,4,major|minor|minor|none|none|none|none|none,3,1,6,2,0.5,0.0,1,0,0,1,1,disputado
6512007,blob,class,org.eclipse.triquetrum.workflow.editor.features.CompositeActorAddFeature,/plugins/editor/org.eclipse.triquetrum.workflow.editor/src/main/java/org/eclipse/triquetrum/workflow/editor/features/CompositeActorAddFeature.java,40,170,eclipse/triquetrum,test-smells-triquetrum,HASH_OK,e4c5834ce3d68bd97820157d426a427dfe8e2a9b,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6512990,feature envy,function,org.eclipse.triquetrum.scisoft.analysis.rpc.AnalysisRpcRemoteException#setStackTraceTexts String[],/plugins/extras/org.eclipse.triquetrum.scisoft.analysis.rpc/src/main/java/org/eclipse/triquetrum/scisoft/analysis/rpc/AnalysisRpcRemoteException.java,46,52,eclipse/triquetrum,test-smells-triquetrum,HASH_OK,e4c5834ce3d68bd97820157d426a427dfe8e2a9b,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6513603,feature envy,function,org.eclipse.tycho.p2.tools.publisher.ProductVersionExpansionRun.ProductVersionExpansionRun P2TargetPlatform|File,/tycho-bundles/org.eclipse.tycho.p2.tools.impl/src/main/java/org/eclipse/tycho/p2/tools/publisher/ProductVersionExpansionRun.java,32,35,eclipse/tycho,test-smells-tycho,HASH_OK,913062f90a6bad5c8c2b57c77111a52e698105d5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6513676,blob,class,org.eclipse.tycho.versions.bundle.MutableManifestElement,/tycho-release/tycho-versions-plugin/src/main/java/org/eclipse/tycho/versions/bundle/MutableManifestElement.java,32,254,eclipse/tycho,test-smells-tycho,HASH_OK,913062f90a6bad5c8c2b57c77111a52e698105d5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6514803,data class,class,org.eclipse.tycho.p2.remote.OfflineTransport,/tycho-bundles/org.eclipse.tycho.p2.resolver.impl/src/main/java/org/eclipse/tycho/p2/remote/OfflineTransport.java,29,61,eclipse/tycho,test-smells-tycho,HASH_OK,913062f90a6bad5c8c2b57c77111a52e698105d5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6514981,feature envy,function,org.eclipse.tycho.p2.target.filters.TargetPlatformFilterEvaluator.DebugFilterLogger#unitKept IInstallableUnit,/tycho-bundles/org.eclipse.tycho.p2.resolver.impl/src/main/java/org/eclipse/tycho/p2/target/filters/TargetPlatformFilterEvaluator.java,287,291,eclipse/tycho,test-smells-tycho,HASH_OK,913062f90a6bad5c8c2b57c77111a52e698105d5,1,6,3,major|none|none|none|none|none,1,1,4,2,0.3333,0.0,1,0,0,1,1,disputado
6515344,long method,function,org.eclipse.tycho.repository.p2base.metadata.ImmutableInMemoryMetadataRepository#removeInstallableUnits Collection<IInstallableUnit>,/tycho-bundles/org.eclipse.tycho.p2.maven.repository/src/main/java/org/eclipse/tycho/repository/p2base/metadata/ImmutableInMemoryMetadataRepository.java,144,147,eclipse/tycho,test-smells-tycho,HASH_OK,913062f90a6bad5c8c2b57c77111a52e698105d5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6515617,long method,function,org.eclipse.tycho.surefire.osgibooter.AbstractUITestApplication#getApplicationToRun String[],/tycho-surefire/org.eclipse.tycho.surefire.osgibooter/src/main/java/org/eclipse/tycho/surefire/osgibooter/AbstractUITestApplication.java,67,99,eclipse/tycho,test-smells-tycho,HASH_OK,913062f90a6bad5c8c2b57c77111a52e698105d5,1,4,2,minor|minor|none|none,2,0,2,1,0.5,0.5,1,0,0,0,1,disputado
6516443,data class,class,org.eclipse.tycho.p2.target.TargetPlatformBaseImpl,/tycho-bundles/org.eclipse.tycho.p2.resolver.impl/src/main/java/org/eclipse/tycho/p2/target/TargetPlatformBaseImpl.java,30,136,eclipse/tycho,test-smells-tycho,HASH_OK,913062f90a6bad5c8c2b57c77111a52e698105d5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6517482,long method,function,PluginC.extra.views.SampleView.ViewLabelProvider#getImage Object,/tycho-its/projects/tycho136/projectC/PluginC.Extra/src/plugina/extra/views/SampleView.java,75,78,eclipse/tycho,test-smells-tycho,HASH_OK,913062f90a6bad5c8c2b57c77111a52e698105d5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6518021,blob,class,org.eclipse.tycho.p2.maven.repository.xmlio35.SimpleArtifactRepositoryIO.Parser.MappingRuleHandler,/tycho-bundles/org.eclipse.tycho.p2.maven.repository/src/main/java/org/eclipse/tycho/p2/maven/repository/xmlio35/SimpleArtifactRepositoryIO.java,383,397,eclipse/tycho,test-smells-tycho,HASH_OK,913062f90a6bad5c8c2b57c77111a52e698105d5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6518475,feature envy,function,org.eclipse.vorto.codegen.testutils.ZipDiff.Result#getAdded,/plugin-sdk/plugin-generator/generator-api/src/main/java/org/eclipse/vorto/codegen/testutils/ZipDiff.java,136,138,eclipse/vorto,test-smells-vorto,HASH_OK,93919469e598ec07fed134536b901efd25cf674f,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6519143,data class,class,org.eclipse.vorto.repository.importer.ipso.ObjectFactory,/repository/repository-importer/importer-ipso/src/main/java/org/eclipse/vorto/repository/importer/ipso/ObjectFactory.java,37,72,eclipse/vorto,test-smells-vorto,HASH_OK,93919469e598ec07fed134536b901efd25cf674f,1,6,3,major|none|none|none|none|none,1,1,4,2,0.3333,0.0,1,0,0,1,1,disputado
6519318,long method,function,org.eclipse.vorto.repository.generation.impl.GenerationDelegateProxyService#getGenerator String,/repository/repository-core/src/main/java/org/eclipse/vorto/repository/generation/impl/GenerationDelegateProxyService.java,186,193,eclipse/vorto,test-smells-vorto,HASH_OK,93919469e598ec07fed134536b901efd25cf674f,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6519706,long method,function,org.eclipse.vorto.model.runtime.FunctionblockProperty#hashCode,/model-runtime/src/main/java/org/eclipse/vorto/model/runtime/FunctionblockProperty.java,64,72,eclipse/vorto,test-smells-vorto,HASH_OK,93919469e598ec07fed134536b901efd25cf674f,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6520782,blob,class,org.eclipse.vorto.codegen.api.DatatypeGeneratorTask,/plugin-sdk/plugin-generator/generator-api/src/main/java/org/eclipse/vorto/codegen/api/DatatypeGeneratorTask.java,37,107,eclipse/vorto,test-smells-vorto,HASH_OK,93919469e598ec07fed134536b901efd25cf674f,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6521680,long method,function,org.eclipse.smarthome.core.service.ReadyMarker#toString,/bundles/core/org.eclipse.smarthome.core/src/main/java/org/eclipse/smarthome/core/service/ReadyMarker.java,93,96,eclipse/smarthome,test-smells-smarthome,HASH_OK,b8455de15d65512e8fac4e94d42de6ab2fccf1c5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6522495,blob,class,org.eclipse.smarthome.core.audio.ByteArrayAudioStream,/bundles/core/org.eclipse.smarthome.core.audio/src/main/java/org/eclipse/smarthome/core/audio/ByteArrayAudioStream.java,25,62,eclipse/smarthome,test-smells-smarthome,HASH_OK,b8455de15d65512e8fac4e94d42de6ab2fccf1c5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6522676,data class,class,org.eclipse.smarthome.automation.module.core.handler.RunRuleActionHandler,/bundles/automation/org.eclipse.smarthome.automation.module.core/src/main/java/org/eclipse/smarthome/automation/module/core/handler/RunRuleActionHandler.java,44,103,eclipse/smarthome,test-smells-smarthome,HASH_OK,b8455de15d65512e8fac4e94d42de6ab2fccf1c5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6529636,feature envy,function,org.eclipse.smarthome.model.script.actions.BusEvent.postUpdate String|String,/bundles/model/org.eclipse.smarthome.model.script/src/org/eclipse/smarthome/model/script/actions/BusEvent.java,153,172,eclipse/smarthome,test-smells-smarthome,HASH_OK,b8455de15d65512e8fac4e94d42de6ab2fccf1c5,1,10,5,major|minor|minor|minor|none|none|none|none|none|none,4,1,6,2,0.5,0.0,1,0,0,1,1,disputado
6530288,feature envy,function,org.eclipse.smarthome.binding.lifx.internal.LifxLightStateChanger.LifxLightStateChanger LifxLightContext|LifxLightCommunicationHandler,/extensions/binding/org.eclipse.smarthome.binding.lifx/src/main/java/org/eclipse/smarthome/binding/lifx/internal/LifxLightStateChanger.java,104,111,eclipse/smarthome,test-smells-smarthome,HASH_OK,b8455de15d65512e8fac4e94d42de6ab2fccf1c5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6530870,long method,function,org.eclipse.smarthome.core.library.items.DateTimeItem#setState State,/bundles/core/org.eclipse.smarthome.core/src/main/java/org/eclipse/smarthome/core/library/items/DateTimeItem.java,67,74,eclipse/smarthome,test-smells-smarthome,HASH_OK,b8455de15d65512e8fac4e94d42de6ab2fccf1c5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6531904,blob,class,org.eclipse.smarthome.automation.core.internal.RuleRegistryImpl,/bundles/automation/org.eclipse.smarthome.automation.core/src/main/java/org/eclipse/smarthome/automation/core/internal/RuleRegistryImpl.java,103,692,eclipse/smarthome,test-smells-smarthome,HASH_OK,b8455de15d65512e8fac4e94d42de6ab2fccf1c5,1,8,4,critical|major|major|minor|minor|none|none|none,5,3,6,3,1.125,1.0,1,1,0,1,1,positivo_confiavel
6532406,feature envy,function,org.eclipse.smarthome.binding.meteoblue.internal.json.JsonDataDay#getPrecipitation,/extensions/binding/org.eclipse.smarthome.binding.meteoblue/src/main/java/org/eclipse/smarthome/binding/meteoblue/internal/json/JsonDataDay.java,155,157,eclipse/smarthome,test-smells-smarthome,HASH_OK,b8455de15d65512e8fac4e94d42de6ab2fccf1c5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
6532912,data class,class,org.eclipse.smarthome.binding.bluetooth.bluegiga.internal.command.gap.BlueGigaEndProcedureResponse,/extensions/binding/org.eclipse.smarthome.binding.bluetooth.bluegiga/src/main/java/org/eclipse/smarthome/binding/bluetooth/bluegiga/internal/command/gap/BlueGigaEndProcedureResponse.java,30,73,eclipse/smarthome,test-smells-smarthome,HASH_OK,b8455de15d65512e8fac4e94d42de6ab2fccf1c5,1,2,1,none|none,0,0,0,0,0.0,0.0,0,0,0,0,0,negativo_confiavel
